_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
800957,NA,Permit Parking,0,40,140,16,35,25% of ballots received by voters,17,139,1,7,2017-02-11,0,140,2019-02-12,2017-01-12,21,50% + 1 of received ballots,PPP 2016-227,587,Opposed,164,Yes
800958,97 Harbord St,Boulevard Cafe,0,25,92,15,23,25% of ballots received by voters,7,91,1,3,2017-03-11,0,92,2019-03-12,2017-02-09,14,50% + 1 of received ballots,BCP 2016-228,588,In Favour,107,Yes
800959,NA,Permit Parking,0,56,205,44,51,25% of ballots received by voters,8,203,2,4,2017-01-20,0,205,2019-01-21,2016-12-21,29,50% + 1 of received ballots,PPP 2016-229,589,In Favour,206,Yes
800960,NA,Permit Parking,0,10,22,7,5,25% of ballots received by voters,3,18,4,0,2017-02-08,0,22,2019-02-09,2017-01-09,6,50% + 1 of received ballots,PPP 2016-230,590,In Favour,23,Yes
800961,111 Auburn Ave,Front Yard Parking,0,34,76,29,19,25% of ballots received by voters,0,76,0,5,2017-01-20,0,76,2020-01-21,2016-12-21,18,50% + 1 of received ballots,FYP 2016-231,591,In Favour,94,Yes
800962,2256 Bloor St W,Boulevard Cafe,0,35,65,25,16,25% of ballots received by voters,10,64,1,0,2017-02-09,0,65,2019-02-10,2017-01-10,19,50% + 1 of received ballots,BCP 2016-232,592,In Favour,81,Yes
800963,493A Hopewell Ave,Front Yard Parking,0,16,54,13,13,25% of ballots received by voters,1,52,2,2,2017-02-10,0,54,2020-02-11,2017-01-11,9,50% + 1 of received ballots,FYP 2016-233,593,In Favour,76,Yes
800964,396 Old Orchard Grv,Front Yard Parking,0,27,60,25,14,25% of ballots received by voters,1,55,5,1,2017-02-10,0,60,2020-02-11,2017-01-11,15,50% + 1 of received ballots,FYP 2016-234,594,In Favour,83,Yes
800965,10 Thornhill Ave,Front Yard Parking,0,36,50,33,12,25% of ballots received by voters,2,47,3,1,2017-02-11,0,50,2020-02-12,2017-01-12,19,50% + 1 of received ballots,FYP 2016-235,595,In Favour,52,Yes
800966,281 Willow Ave (former Toronto),Front Yard Parking,0,45,133,36,33,25% of ballots received by voters,4,132,1,5,2017-02-10,0,133,2020-02-11,2017-01-11,24,50% + 1 of received ballots,FYP 2016-236,596,In Favour,151,Yes
800967,248 Glen Manor Dr W,Front Yard Parking,0,5,11,4,3,25% of ballots received by voters,0,11,0,1,2017-02-18,1,11,2020-02-19,2017-01-19,4,50% + 1 of received ballots,FYP 2016-237,597,In Favour,12,Yes
800968,23 Hollis St,Front Yard Parking,0,24,40,24,10,25% of ballots received by voters,0,40,0,0,2017-02-11,0,40,2020-02-12,2017-01-12,13,50% + 1 of received ballots,FYP 2016-238,598,In Favour,49,Yes
800969,NA,Permit Parking,0,26,61,12,15,25% of ballots received by voters,11,58,3,3,2017-02-16,0,61,2019-02-17,2017-01-17,14,50% + 1 of received ballots,PPP 2017-001,599,Opposed,67,Yes
800970,NA,Permit Parking,0,66,121,16,30,25% of ballots received by voters,47,119,2,3,2017-02-18,1,121,2019-02-19,2017-01-19,34,50% + 1 of received ballots,PPP 2017-002,600,Opposed,150,Yes
800971,64 Hounslow Heath Rd,Appeal - Front Yard Parking,0,34,107,31,26,25% of ballots received by voters,2,103,4,1,2017-03-02,0,107,2020-03-03,2017-01-31,18,50% + 1 of received ballots,FYPA 2017-003,601,In Favour,141,Yes
800972,9 Ravenal St,Front Yard Parking,0,56,97,54,24,25% of ballots received by voters,0,94,3,2,2017-02-24,0,97,2020-02-25,2017-01-25,29,50% + 1 of received ballots,FYP 2017-004,602,In Favour,110,Yes
800973,3 Sykes Ave,Front Yard Parking,0,13,41,13,9,25% of ballots received by voters,0,35,6,0,2017-02-23,0,41,2020-02-24,2017-01-24,8,50% + 1 of received ballots,FYP 2017-005,603,In Favour,52,Yes
800974,26 Melrose Ave,Front Yard Parking,0,35,74,34,17,25% of ballots received by voters,0,67,7,1,2017-02-25,0,74,2020-02-26,2017-01-26,19,50% + 1 of received ballots,FYP 2017-006,604,In Favour,93,Yes
800975,560 Willard Ave,Appeal - Front Yard Parking,0,20,37,4,10,25% of ballots received by voters,16,37,0,0,2017-02-25,0,37,2020-02-26,2017-01-26,11,50% + 1 of received ballots,FYPA 2017-007,605,Opposed,48,Yes
800976,40 Deforest Rd,Front Yard Parking,0,23,31,22,8,25% of ballots received by voters,1,31,0,0,2017-02-25,0,31,2020-02-26,2017-01-26,13,50% + 1 of received ballots,FYP 2017-008,606,In Favour,36,Yes
800977,NA,Permit Parking,0,15,21,6,5,25% of ballots received by voters,7,19,2,2,2017-03-03,0,21,2019-03-04,2017-02-01,9,50% + 1 of received ballots,PPP 2017-009,607,Opposed,26,Yes
800978,NA,Permit Parking,2,62,167,32,37,25% of ballots received by voters,25,150,17,3,2017-03-03,0,167,2019-03-04,2017-02-01,32,50% + 1 of received ballots,PPP 2017-010,608,In Favour,177,Yes
800979,NA,Permit Parking,0,34,57,8,14,25% of ballots received by voters,26,54,3,0,2017-03-02,2,57,2019-03-03,2017-01-31,18,50% + 1 of received ballots,PPP 2017-011,609,Opposed,65,Yes
800980,482 Armadale Ave,Front Yard Parking,0,52,111,35,28,25% of ballots received by voters,14,109,2,3,2017-03-09,0,111,2020-03-10,2017-02-07,27,50% + 1 of received ballots,FYP 2017-012,610,In Favour,130,Yes
800981,38 Lessard Ave,Appeal - Front Yard Parking,0,58,79,53,20,25% of ballots received by voters,0,77,2,5,2017-03-08,0,79,2020-03-09,2017-02-06,30,50% + 1 of received ballots,FYPA 2017-013,611,In Favour,92,Yes
800982,169 Lee Ave,Front Yard Parking,0,53,100,50,25,25% of ballots received by voters,2,99,1,1,2017-03-08,0,100,2020-03-09,2017-02-06,28,50% + 1 of received ballots,FYP 2017-014,612,In Favour,115,Yes
800983,257 Broadway Ave,Front Yard Parking,0,59,102,57,25,25% of ballots received by voters,0,99,3,2,2017-03-15,0,102,2020-03-16,2017-02-13,31,50% + 1 of received ballots,FYP 2017-015,613,In Favour,158,Yes
800984,220 Prescott Ave,Appeal - Front Yard Parking,2,79,185,66,44,25% of ballots received by voters,5,175,10,6,2017-03-23,0,185,2020-03-24,2017-02-21,41,50% + 1 of received ballots,FYPA 2017-016,614,In Favour,228,Yes
800985,96 Hope St,Appeal - Front Yard Parking,0,28,79,24,20,25% of ballots received by voters,0,78,1,4,2017-03-23,0,79,2020-03-24,2017-02-21,15,50% + 1 of received ballots,FYPA 2017-017,615,In Favour,109,Yes
800986,174 Chambers Ave,Front Yard Parking,0,45,116,40,28,25% of ballots received by voters,0,111,5,5,2017-03-16,0,116,2020-03-17,2017-02-14,24,50% + 1 of received ballots,FYP 2017-018,616,In Favour,151,Yes
800987,108 Gilbert Ave,Appeal - Front Yard Parking,1,66,165,53,41,25% of ballots received by voters,3,162,3,9,2017-03-18,0,165,2020-03-19,2017-02-16,34,50% + 1 of received ballots,FYPA 2017-019,617,In Favour,205,Yes
800988,153 Blackthorn Ave,Appeal - Front Yard Parking,0,54,130,40,33,25% of ballots received by voters,7,129,1,7,2017-03-23,1,130,2020-03-24,2017-02-21,28,50% + 1 of received ballots,FYPA 2017-020,618,In Favour,171,Yes
800989,88 Balmoral Ave,Appeal - Front Yard Parking,0,85,138,59,32,25% of ballots received by voters,21,125,13,5,2017-03-15,3,138,2020-03-16,2017-02-13,44,50% + 1 of received ballots,FYPA 2017-021,619,In Favour,154,Yes
800990,487 Adelaide St W,Boulevard Cafe,0,3,14,2,3,25% of ballots received by voters,1,11,3,0,2017-03-29,0,14,2019-03-30,2017-02-27,3,50% + 1 of received ballots,BCP 2017-022,620,Opposed,24,Yes
800991,1540 Dupont St,Boulevard Cafe,0,42,87,7,19,25% of ballots received by voters,28,75,12,7,2017-04-05,5,87,2019-04-06,2017-03-06,22,50% + 1 of received ballots,BCP 2017-023,621,Opposed,105,Yes
800992,42 Chilton Rd,Front Yard Parking,0,46,99,29,25,25% of ballots received by voters,11,99,0,6,2017-04-12,0,99,2020-04-13,2017-03-13,24,50% + 1 of received ballots,FYP 2017-024,622,In Favour,108,Yes
800993,127 Memorial Park Ave,Front Yard Parking,0,12,26,12,7,25% of ballots received by voters,0,26,0,0,2017-04-19,0,26,2020-04-20,2017-03-20,7,50% + 1 of received ballots,FYP 2017-025,623,In Favour,26,Yes
800994,157 Craighurst Ave,Front Yard Parking,0,52,115,43,27,25% of ballots received by voters,2,108,7,7,2017-04-13,0,115,2020-04-14,2017-03-14,27,50% + 1 of received ballots,FYP 2017-026,624,In Favour,137,Yes
800995,25 Mahoney Ave,Front Yard Parking,0,36,96,30,23,25% of ballots received by voters,0,90,6,6,2017-04-13,0,96,2020-04-14,2017-03-14,19,50% + 1 of received ballots,FYP 2017-027,625,In Favour,111,Yes
800996,87 Bicknell Ave,Front Yard Parking,0,23,40,21,10,25% of ballots received by voters,0,40,0,2,2017-04-14,0,40,2020-04-15,2017-03-15,13,50% + 1 of received ballots,FYP 2017-028,626,In Favour,58,Yes
800997,220 Winona Dr,Front Yard Parking,0,33,64,25,16,25% of ballots received by voters,0,64,0,8,2017-04-21,0,64,2020-04-22,2017-03-22,18,50% + 1 of received ballots,FYP 2017-029,627,In Favour,76,Yes
800998,387 Merton St,Front Yard Parking,0,42,98,29,21,25% of ballots received by voters,8,82,16,5,2017-04-12,0,98,2020-04-13,2017-03-13,22,50% + 1 of received ballots,FYP 2017-030,628,In Favour,297,Yes
800999,458 Quebec Ave,Front Yard Parking,0,45,94,36,20,25% of ballots received by voters,6,78,16,3,2017-04-14,0,94,2020-04-15,2017-03-15,24,50% + 1 of received ballots,FYP 2017-031,629,In Favour,111,Yes
801000,247 Brookdale Ave,Front Yard Parking,0,15,34,15,9,25% of ballots received by voters,0,34,0,0,2017-04-22,0,34,2020-04-23,2017-03-23,9,50% + 1 of received ballots,FYP 2017-032,630,In Favour,41,Yes
801001,30 Ravenal St,Appeal - Front Yard Parking,0,47,116,41,29,25% of ballots received by voters,2,115,1,4,2017-04-19,0,116,2020-04-20,2017-03-20,25,50% + 1 of received ballots,FYPA 2017-033,631,In Favour,138,Yes
801002,287 Lauder Ave,Appeal - Front Yard Parking,0,40,111,34,27,25% of ballots received by voters,5,105,6,1,2017-04-21,0,111,2020-04-22,2017-03-22,21,50% + 1 of received ballots,FYPA 2017-034,632,In Favour,156,Yes
801003,299 Kane Ave,Appeal - Front Yard Parking,0,19,70,17,17,25% of ballots received by voters,2,65,5,0,2017-04-20,0,70,2020-04-21,2017-03-21,11,50% + 1 of received ballots,FYPA 2017-035,633,In Favour,84,Yes
801004,NA,Permit Parking,0,23,48,15,12,25% of ballots received by voters,8,48,0,0,2017-04-21,0,48,2019-04-22,2017-03-22,13,50% + 1 of received ballots,PPP 2017-036,634,In Favour,59,Yes
801005,253 Wychwood Ave,Front Yard Parking,0,12,18,12,5,25% of ballots received by voters,0,17,1,0,2017-04-22,5,18,2020-04-23,2017-03-23,7,50% + 1 of received ballots,FYP 2017-037,635,In Favour,19,Yes
801006,198 Warren Rd,Appeal - Front Yard Parking,0,12,44,8,10,25% of ballots received by voters,2,40,4,2,2017-04-22,0,44,2020-04-23,2017-03-23,7,50% + 1 of received ballots,FYPA 2017-038,636,In Favour,47,Yes
801007,NA,Traffic Calming,0,13,21,6,11,50% + 1 of ballots received by voters,7,20,1,0,2017-05-04,0,21,2019-05-05,2017-04-04,8,60% of received ballots,TCP 2017-039,637,Opposed,27,Yes
801008,NA,Traffic Calming,0,97,238,63,113,50% + 1 of ballots received by voters,30,224,14,4,2017-04-29,0,238,2019-04-30,2017-03-30,N/A,60% of received ballots,TCP 2017-042,640,Response Rate Not Met,275,No
801009,NA,Traffic Calming,0,30,84,25,37,50% + 1 of ballots received by voters,2,71,13,3,2017-04-29,0,84,2019-04-30,2017-03-30,N/A,60% of received ballots,TCP 2017-043,641,Response Rate Not Met,106,No
801010,888 Danforth Ave,Boulevard Cafe,0,13,39,13,10,25% of ballots received by voters,0,38,1,0,2017-04-26,0,39,2019-04-27,2017-03-27,8,50% + 1 of received ballots,BCP 2017-045,643,In Favour,48,Yes
801011,160 Pinewood Ave,Front Yard Parking,0,39,106,33,27,25% of ballots received by voters,2,106,0,4,2017-05-03,0,106,2020-05-04,2017-04-03,21,50% + 1 of received ballots,FYP 2017-046,644,In Favour,119,Yes
801012,71 Ronald Ave,Front Yard Parking,0,20,46,17,10,25% of ballots received by voters,0,40,6,3,2017-05-03,0,46,2020-05-04,2017-04-03,11,50% + 1 of received ballots,FYP 2017-047,645,In Favour,60,Yes
801013,166 Wineva Ave,Front Yard Parking,0,46,75,37,19,25% of ballots received by voters,8,75,0,1,2017-04-29,0,75,2020-04-30,2017-03-30,24,50% + 1 of received ballots,FYP 2017-048,646,In Favour,106,Yes
801014,NA,Traffic Calming,0,68,160,56,74,50% + 1 of ballots received by voters,6,146,14,6,2017-05-03,0,160,2019-05-04,2017-04-03,N/A,60% of received ballots,TCP 2017-049,647,Response Rate Not Met,184,No
801015,335 Monarch Park Ave,Front Yard Parking,0,41,88,31,22,25% of ballots received by voters,2,87,1,8,2017-05-05,1,88,2020-05-06,2017-04-05,22,50% + 1 of received ballots,FYP 2017-050,648,In Favour,120,Yes
801016,129 Winnett Ave,Front Yard Parking,0,37,75,35,19,25% of ballots received by voters,0,75,0,2,2017-05-05,0,75,2020-05-06,2017-04-05,20,50% + 1 of received ballots,FYP 2017-051,649,In Favour,85,Yes
801017,2 Yarrow Rd,Appeal - Front Yard Parking,0,28,77,20,20,25% of ballots received by voters,4,77,0,4,2017-05-06,0,77,2020-05-07,2017-04-06,15,50% + 1 of received ballots,FYPA 2017-052,650,In Favour,100,Yes
801018,47 Ferrier Ave,Front Yard Parking,0,55,120,44,28,25% of ballots received by voters,10,112,8,1,2017-05-11,1,120,2020-05-12,2017-04-11,29,50% + 1 of received ballots,FYP 2017-053,651,In Favour,144,Yes
801019,1020 Gerrard St E,Boulevard Cafe,0,6,49,1,13,25% of ballots received by voters,5,49,0,0,2017-05-10,0,49,2019-05-11,2017-04-10,N/A,50% + 1 of received ballots,BCP 2017-055,653,Response Rate Not Met,64,No
801020,1686 St Clair Ave W,Boulevard Cafe,0,5,38,4,8,25% of ballots received by voters,1,32,6,0,2017-05-10,0,38,2019-05-11,2017-04-10,N/A,50% + 1 of received ballots,BCP 2017-056,654,Response Rate Not Met,55,No
801021,NA,Traffic Calming,0,56,89,30,46,50% + 1 of ballots received by voters,21,89,0,5,2017-05-12,0,89,2019-05-13,2017-04-12,34,60% of received ballots,TCP 2017-057,655,Opposed,110,Yes
801022,NA,Traffic Calming,0,124,271,86,135,50% + 1 of ballots received by voters,23,267,4,15,2017-05-20,0,271,2019-05-21,2017-04-20,N/A,60% of received ballots,TCP 2017-058,656,Response Rate Not Met,328,No
801023,NA,Traffic Calming,0,75,132,54,66,50% + 1 of ballots received by voters,19,130,2,2,2017-05-13,0,132,2019-05-14,2017-04-13,45,60% of received ballots,TCP 2017-059,657,In Favour,156,Yes
801024,51A Auburn Ave,Front Yard Parking,0,55,89,43,22,25% of ballots received by voters,7,87,2,5,2017-05-13,0,89,2020-05-14,2017-04-13,29,50% + 1 of received ballots,FYP 2017-060,658,In Favour,113,Yes
801025,33 Ravenal St,Appeal - Front Yard Parking,0,32,103,28,26,25% of ballots received by voters,3,101,2,1,2017-05-18,0,103,2020-05-19,2017-04-18,17,50% + 1 of received ballots,FYPA 2017-061,659,In Favour,124,Yes
801026,764 Jane St,Appeal - Front Yard Parking,0,6,21,6,6,25% of ballots received by voters,0,21,0,0,2017-05-18,0,21,2020-05-19,2017-04-18,4,50% + 1 of received ballots,FYPA 2017-062,660,In Favour,221,Yes
801027,161 Waverley Rd,Appeal - Front Yard Parking,0,55,122,19,31,25% of ballots received by voters,33,121,1,3,2017-05-13,1,122,2020-05-14,2017-04-13,29,50% + 1 of received ballots,FYPA 2017-063,661,Opposed,147,Yes
801028,22 Norval St,Appeal - Front Yard Parking,0,31,120,23,28,25% of ballots received by voters,8,111,9,0,2017-05-20,0,120,2020-05-21,2017-04-20,17,50% + 1 of received ballots,FYPA 2017-064,662,In Favour,144,Yes
801029,22 Cedar Ave,Appeal - Front Yard Parking,0,31,49,10,13,25% of ballots received by voters,20,49,0,1,2017-05-13,0,49,2020-05-14,2017-04-13,17,50% + 1 of received ballots,FYPA 2017-065,663,Opposed,56,Yes
801030,38A Thelma Ave,Appeal - Front Yard Parking,0,23,51,18,11,25% of ballots received by voters,3,44,7,2,2017-05-18,0,51,2020-05-19,2017-04-18,13,50% + 1 of received ballots,FYPA 2017-066,664,In Favour,113,Yes
801031,131 Cedric Ave,Appeal - Front Yard Parking,0,58,142,40,36,25% of ballots received by voters,10,142,0,8,2017-05-19,0,142,2020-05-20,2017-04-19,30,50% + 1 of received ballots,FYPA 2017-067,665,In Favour,181,Yes
801032,14 Petman Ave,Appeal - Front Yard Parking,0,32,63,30,16,25% of ballots received by voters,1,63,0,1,2017-05-24,0,63,2020-05-25,2017-04-24,17,50% + 1 of received ballots,FYPA 2017-068,666,In Favour,67,Yes
801033,95 Ellins Ave,Appeal - Front Yard Parking,0,11,28,11,7,25% of ballots received by voters,0,28,0,0,2017-05-24,0,28,2020-05-25,2017-04-24,7,50% + 1 of received ballots,FYPA 2017-069,667,In Favour,40,Yes
801034,90 Wheeler Ave,Appeal - Front Yard Parking,0,67,129,55,32,25% of ballots received by voters,7,127,2,5,2017-05-20,1,129,2020-05-21,2017-04-20,35,50% + 1 of received ballots,FYPA 2017-070,668,In Favour,165,Yes
801035,55 Glenwood Ave,Front Yard Parking,0,55,93,49,23,25% of ballots received by voters,4,91,2,2,2017-05-25,0,93,2020-05-26,2017-04-25,29,50% + 1 of received ballots,FYP 2017-071,669,In Favour,109,Yes
801036,263 Lauder Ave,Front Yard Parking,0,54,128,39,29,25% of ballots received by voters,0,116,12,15,2017-05-25,8,128,2020-05-26,2017-04-25,28,50% + 1 of received ballots,FYP 2017-072,670,In Favour,165,Yes
801037,126 Lambton Ave,Front Yard Parking,0,44,120,32,28,25% of ballots received by voters,4,112,8,8,2017-05-26,0,120,2020-05-27,2017-04-26,23,50% + 1 of received ballots,FYP 2017-073,671,In Favour,157,Yes
801038,489 Glenlake Ave,Appeal - Front Yard Parking,0,30,68,26,17,25% of ballots received by voters,2,67,1,2,2017-06-09,0,68,2020-06-10,2017-05-10,16,50% + 1 of received ballots,FYPA 2017-074,672,In Favour,83,Yes
801039,NA,Traffic Calming,1,93,194,46,98,50% + 1 of ballots received by voters,32,194,0,14,2017-06-24,0,194,2019-06-25,2017-05-25,N/A,60% of received ballots,TCP 2017-075,673,Response Rate Not Met,248,No
801040,36 Keith Ave,Front Yard Parking,0,21,88,16,21,25% of ballots received by voters,2,81,7,3,2017-06-24,0,88,2020-06-25,2017-05-25,12,50% + 1 of received ballots,FYP 2017-076,674,In Favour,114,Yes
801041,47 Florence Cres,Front Yard Parking,0,33,54,29,13,25% of ballots received by voters,2,52,2,2,2017-06-22,0,54,2020-06-23,2017-05-23,18,50% + 1 of received ballots,FYP 2017-077,675,In Favour,65,Yes
801042,49 Ardagh St,Front Yard Parking,0,27,54,13,14,25% of ballots received by voters,8,53,1,6,2017-06-24,0,54,2020-06-25,2017-05-25,15,50% + 1 of received ballots,FYP 2017-078,676,Opposed,58,Yes
801043,NA,Traffic Calming,4,519,1258,303,578,50% + 1 of ballots received by voters,161,1158,100,51,2017-06-28,2,1258,2019-06-29,2017-05-29,N/A,60% of received ballots,TCP 2017-079,677,Response Rate Not Met,1897,No
801044,NA,Traffic Calming,0,18,31,14,17,50% + 1 of ballots received by voters,3,31,0,1,2017-06-22,0,31,2019-06-23,2017-05-23,11,60% of received ballots,TCP 2017-080,678,In Favour,39,Yes
801045,NA,Traffic Calming,0,38,67,27,33,50% + 1 of ballots received by voters,7,64,3,4,2017-06-30,0,67,2019-07-01,2017-05-31,23,60% of received ballots,TCP 2017-081,679,In Favour,80,Yes
801046,37 Alberta Ave,Front Yard Parking,0,31,129,20,31,25% of ballots received by voters,7,121,8,4,2017-07-01,0,129,2020-07-02,2017-06-01,17,50% + 1 of received ballots,FYP 2017-082,680,In Favour,166,Yes
801047,230 Augusta Ave,Boulevard Cafe,0,6,39,5,9,25% of ballots received by voters,1,35,4,0,2017-07-05,0,39,2019-07-06,2017-06-05,N/A,50% + 1 of received ballots,BCP 2017-083,681,Response Rate Not Met,49,No
801048,15 Highview Cres,Appeal - Front Yard Parking,0,42,119,27,29,25% of ballots received by voters,12,114,5,3,2017-07-08,0,119,2020-07-09,2017-06-08,22,50% + 1 of received ballots,FYPA 2017-084,682,In Favour,144,Yes
801049,180 Eglinton Ave E,Boulevard Cafe,0,48,117,14,27,25% of ballots received by voters,29,105,12,5,2017-07-06,0,117,2019-07-07,2017-06-06,25,50% + 1 of received ballots,BCP 2017-085,683,Opposed,153,Yes
801050,1402 Queen St E,Boulevard Cafe,0,11,26,8,7,25% of ballots received by voters,3,25,1,0,2017-07-13,0,26,2019-07-14,2017-06-13,7,50% + 1 of received ballots,BCP 2017-086,684,In Favour,37,Yes
801051,955 Mount Pleasant Rd,Boulevard Cafe,0,21,93,16,20,25% of ballots received by voters,5,80,13,0,2017-07-06,1,93,2019-07-07,2017-06-06,12,50% + 1 of received ballots,BCP 2017-087,685,In Favour,108,Yes
801052,1122 Queen St W,Boulevard Cafe,0,31,137,4,33,25% of ballots received by voters,18,130,7,9,2017-07-07,0,137,2019-07-08,2017-06-07,N/A,50% + 1 of received ballots,BCP 2017-088,686,Response Rate Not Met,172,No
801053,2102 Queen St E,Boulevard Cafe,0,11,27,9,7,25% of ballots received by voters,0,27,0,2,2017-07-12,0,27,2019-07-13,2017-06-12,7,50% + 1 of received ballots,BCP 2017-089,687,In Favour,37,Yes
801054,NA,Traffic Calming,0,133,279,88,127,50% + 1 of ballots received by voters,40,251,28,5,2017-07-12,1,279,2019-07-13,2017-06-12,80,60% of received ballots,TCP 2017-090,688,In Favour,322,Yes
801055,771 Dundas St W,Boulevard Cafe,0,7,57,6,15,25% of ballots received by voters,0,57,0,1,2017-07-08,0,57,2019-07-09,2017-06-08,N/A,50% + 1 of received ballots,BCP 2017-091,689,Response Rate Not Met,84,No
801056,NA,Traffic Calming,0,112,187,78,94,50% + 1 of ballots received by voters,24,185,2,10,2017-07-12,1,187,2019-07-13,2017-06-12,68,60% of received ballots,TCP 2017-092,690,In Favour,221,Yes
801057,1094 Yonge St,Boulevard Cafe,0,37,81,20,19,25% of ballots received by voters,15,75,6,2,2017-07-15,0,81,2019-07-16,2017-06-15,20,50% + 1 of received ballots,BCP 2017-093,691,In Favour,89,Yes
